SchoolYear,IsdCode,IsdName,DistrictCode,DistrictName,BuildingCode,BuildingName,ReportCategory,ReportSubGroup,AttendanceRate
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9475,Diann Banks-Williamson Educational Center,Migrant Status,Not Migrant,77.19
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9475,Diann Banks-Williamson Educational Center,Grade,12,75.73
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9475,Diann Banks-Williamson Educational Center,Grade,11,78.61
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9475,Diann Banks-Williamson Educational Center,Ethnicity,"White, not of Hispanic origin",*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9592,Jerry L White Center High School,Economically Disadvantaged,Not Economically Disadvantaged,83.41
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9592,Jerry L White Center High School,Ethnicity,Asian,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9592,Jerry L White Center High School,Ethnicity,Hispanic,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9592,Jerry L White Center High School,Grade,9,78.85
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9592,Jerry L White Center High School,English Learners,Not English Learners,79.28
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9592,Jerry L White Center High School,Gender,Female,76.87
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9592,Jerry L White Center High School,English Learners,English Learners,78.1
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9592,Jerry L White Center High School,Gender,Male,80.74
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9592,Jerry L White Center High School,Grade,10,76.98
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9592,Jerry L White Center High School,Homeless,Not Homeless,79.49
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9592,Jerry L White Center High School,Students with Disabilities,Students with Disabilities,79.19
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9592,Jerry L White Center High School,Ethnicity,"Black, not of Hispanic origin",79.25
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9592,Jerry L White Center High School,Grade,All,79.19
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9592,Jerry L White Center High School,Grade,12,78.22
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9592,Jerry L White Center High School,Grade,11,83.63
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9592,Jerry L White Center High School,Economically Disadvantaged,Economically Disadvantaged,78.8
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9592,Jerry L White Center High School,Homeless,Homeless,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9592,Jerry L White Center High School,Migrant Status,Not Migrant,79.19
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9592,Jerry L White Center High School,Ethnicity,"White, not of Hispanic origin",73.03
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9594,Keidan Special Education School,Economically Disadvantaged,Not Economically Disadvantaged,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9594,Keidan Special Education School,Students with Disabilities,Students without IEP,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9594,Keidan Special Education School,Grade,8,78.2
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9594,Keidan Special Education School,Grade,7,76.22
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9594,Keidan Special Education School,Ethnicity,Asian,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9594,Keidan Special Education School,English Learners,Not English Learners,70.86
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9594,Keidan Special Education School,English Learners,English Learners,68.51
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9594,Keidan Special Education School,Grade,0,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9594,Keidan Special Education School,Gender,Female,68.64
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9594,Keidan Special Education School,Grade,6,65.73
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9594,Keidan Special Education School,Homeless,Not Homeless,70.72
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9594,Keidan Special Education School,Ethnicity,Hispanic,68.84
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9594,Keidan Special Education School,Gender,Male,71.76
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9594,Keidan Special Education School,Students with Disabilities,Students with Disabilities,70.52
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9594,Keidan Special Education School,Ethnicity,"Black, not of Hispanic origin",70.65
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9594,Keidan Special Education School,Grade,5,71.08
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9594,Keidan Special Education School,Grade,All,70.51
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9594,Keidan Special Education School,Grade,1,67.81
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9594,Keidan Special Education School,Grade,2,77.4
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9594,Keidan Special Education School,Economically Disadvantaged,Economically Disadvantaged,70.69
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9594,Keidan Special Education School,Migrant Status,Not Migrant,70.51
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9594,Keidan Special Education School,Ethnicity,"White, not of Hispanic origin",71.84
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9594,Keidan Special Education School,Homeless,Homeless,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9594,Keidan Special Education School,Grade,3,62.09
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9594,Keidan Special Education School,Grade,4,68.37
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9788,Turning Point Academy at Henry Ford,Economically Disadvantaged,Not Economically Disadvantaged,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9788,Turning Point Academy at Henry Ford,Grade,9,55.15
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9788,Turning Point Academy at Henry Ford,English Learners,Not English Learners,51.9
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9788,Turning Point Academy at Henry Ford,Gender,Female,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9788,Turning Point Academy at Henry Ford,Homeless,Not Homeless,52.5
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9788,Turning Point Academy at Henry Ford,Gender,Male,51.71
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9788,Turning Point Academy at Henry Ford,Students with Disabilities,Students with Disabilities,51.9
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9788,Turning Point Academy at Henry Ford,Ethnicity,"Black, not of Hispanic origin",50.78
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9788,Turning Point Academy at Henry Ford,Grade,10,49.62
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9788,Turning Point Academy at Henry Ford,Grade,All,51.9
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9788,Turning Point Academy at Henry Ford,Grade,11,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9788,Turning Point Academy at Henry Ford,Economically Disadvantaged,Economically Disadvantaged,51.89
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9788,Turning Point Academy at Henry Ford,Migrant Status,Not Migrant,51.9
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9788,Turning Point Academy at Henry Ford,Ethnicity,"White, not of Hispanic origin",*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9788,Turning Point Academy at Henry Ford,Homeless,Homeless,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9788,Turning Point Academy at Henry Ford,Grade,12,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9991,Brewer Elementary-Middle School,Grade,8,73.06
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9991,Brewer Elementary-Middle School,Grade,7,76.45
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9991,Brewer Elementary-Middle School,Economically Disadvantaged,Not Economically Disadvantaged,73.26
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9991,Brewer Elementary-Middle School,English Learners,Not English Learners,75.17
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9991,Brewer Elementary-Middle School,Students with Disabilities,Students without IEP,75.12
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9991,Brewer Elementary-Middle School,Ethnicity,Hispanic,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9991,Brewer Elementary-Middle School,Grade,0,74.02
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9991,Brewer Elementary-Middle School,Gender,Female,75.47
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9991,Brewer Elementary-Middle School,Grade,6,77.68
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9991,Brewer Elementary-Middle School,Homeless,Not Homeless,75.13
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9991,Brewer Elementary-Middle School,Gender,Male,74.94
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9991,Brewer Elementary-Middle School,Students with Disabilities,Students with Disabilities,75.37
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9991,Brewer Elementary-Middle School,Ethnicity,"Black, not of Hispanic origin",75.2
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9991,Brewer Elementary-Middle School,Grade,5,77.38
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9991,Brewer Elementary-Middle School,Grade,1,73.04
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9991,Brewer Elementary-Middle School,Grade,All,75.17
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9991,Brewer Elementary-Middle School,Economically Disadvantaged,Economically Disadvantaged,75.26
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9991,Brewer Elementary-Middle School,Grade,2,74.95
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9991,Brewer Elementary-Middle School,Migrant Status,Not Migrant,75.17
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9991,Brewer Elementary-Middle School,Ethnicity,"White, not of Hispanic origin",*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9991,Brewer Elementary-Middle School,Homeless,Homeless,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9991,Brewer Elementary-Middle School,Grade,4,74.21
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9991,Brewer Elementary-Middle School,Grade,3,74.63
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9992,"Clark, J.E. Preparatory Academy",Grade,3,80.18
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9992,"Clark, J.E. Preparatory Academy",Grade,4,78.77
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9992,"Clark, J.E. Preparatory Academy",Ethnicity,American Indian or Alaska Native,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9992,"Clark, J.E. Preparatory Academy",Homeless,Homeless,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9992,"Clark, J.E. Preparatory Academy",Ethnicity,"White, not of Hispanic origin",*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9992,"Clark, J.E. Preparatory Academy",Migrant Status,Not Migrant,79.25
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9992,"Clark, J.E. Preparatory Academy",Grade,2,82.29
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9992,"Clark, J.E. Preparatory Academy",Grade,All,79.25
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9992,"Clark, J.E. Preparatory Academy",Economically Disadvantaged,Economically Disadvantaged,78.99
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9992,"Clark, J.E. Preparatory Academy",Grade,1,77.03
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9992,"Clark, J.E. Preparatory Academy",Grade,5,79.27
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9992,"Clark, J.E. Preparatory Academy",Ethnicity,"Black, not of Hispanic origin",79.28
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9992,"Clark, J.E. Preparatory Academy",Students with Disabilities,Students with Disabilities,76.14
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9992,"Clark, J.E. Preparatory Academy",Gender,Male,78.76
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9992,"Clark, J.E. Preparatory Academy",Homeless,Not Homeless,79.17
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9992,"Clark, J.E. Preparatory Academy",Grade,6,79.05
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9992,"Clark, J.E. Preparatory Academy",Gender,Female,79.78
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9992,"Clark, J.E. Preparatory Academy",Students with Disabilities,Students without IEP,79.75
